Handle,Titl,e,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,DeoDap International Private Limited
plastic-reusable-anti-stress-cooling-gel-face-mask-with-strap-on-velcro-medium,380,"Reusable Cooling Gel Face Mask with Strap-on Velcro, Medium",Default Title,,,,,0380_cool_face_mask,950590,CN,0
garden-big-scissor,469,Garden Big Scissor,Default Title,,,,,0469_Mehndi_Cutter,820740,IN,0
bright-waterproof-solar-wireless-security-motion-sensor-led-night-light-for-home-outdoor-garden-wall-black-20-led-lights,213,Solar Security LED Night Light for Home Outdoor/Garden Wall (Black) (20-LED Lights),Default Title,,,,,0213_Solar_LED_Light,,,101
gambit-dough-maker-machine-with-free-measuring-cups-aata-maker-fssai-approved-food-grade-plastic,155,Dough Maker Machine With Measuring Cup (Atta Maker),Default Title,,,,,0155_M_Atta_Maker,,,1241
deodap-hot-clear-glue-sticks-for-small-glue-guns-small-1pc,563,Small Glue Sticks(1pc),Default Title,,,,,0563_glue_stick_small_1pc,,,0
deodap-catch-mouse-rat-glue-traps-pack-of-3,203,Red Mice Glue Traps (1pc),Default Title,,,,,0203_q_1_micetrap_red,,,0
deodap-adhesive-sticky-glue-pad-traps-to-catch-mouser-lizards-cockroaches-ants-rodents-pack-of-1,204,Green Mice Glue Traps (1pc),Default Title,,,,,0204_DeoDap_MiceTrap_Green,350699,CN,0
scissor-set-for-office-crafts-kitchen-tailoring-hair-cutting,559,Scissor Set (2 pcs),Default Title,,,,,0559_dual_scissor,,,345
deodap-dual-bladeless-mini-air-conditioner-water-air-cooler-powered-by-usb-battery-colors-may-vary,201,Dual Bladeless Mini Air Conditioner,Default Title,,,,,0201_air_cooler,,,0
deodap-multipurpose-kitchen-household-and-garden-scissor-color-may-vary,561,Multipurpose Kitchen/Household/Garden Scissor,Default Title,,,,,0561_1pc_scissor,,,122
professional-massage-pillow-with-heat-balls-and-car-adapter-neck-shoulder-back-massager,379,Professional Massage Pillow,Default Title,,,,,0379_massage_pillow,,,0
deodap-heavy-duty-combination-plier-wire-cutters-hand-tool-all-purpose,444,Heavy Duty Combination Plier Wire Cutters,Default Title,,,,,0444_plier,,,242
homyl-85mm-wire-wheel-brush-cup-metal-rust-cleaner-cleaning-polishing,194,Wire Wheel Cup Brush (Gold),Default Title,,,,,0194_gold_brush,,,2277
excel-impex-twisted-cup-brush-for-removing-rust-paint-and-polishing,195,Wire Wheel Cup Brush (Black),Default Title,,,,,0195_black_brush,,,2691
stainless-steel-electronic-gas-lighter-multicolour,151,Stainless Steel Electronic Gas Lighter,Default Title,,,,,0151_gas_lighter,,,0
deodap-metal-glass-cutter-multicolor,443,Metal Glass Cutter,Default Title,,,,,0443_bullet_glass_cutter,,,1170
gt-gloptook-new-electric-mini-small-coffee-tea-soup-water-milk-heater-boiler-immersion-rod,152,Instant Immersion Heater Coffee/Tea/Soup,Default Title,,,,,0152_coffee_heater,,,717
bsitfow-40kg-10g-portable-handy-pocket-smile-mini-electronic-digital-lcd-scale-hanging-fishing-hook-luggage-balance-weight-weighing-scales-color-may-vary,375,-40Kg 10g Portable Handy Pocket Smile Mini Electronic Digital LCD Weighing Scale,Default Title,,,,,0375_smiley_scale,,,0
deodap-simply-hair-straightener-straight-ceramic-hair-straightener-brush-perfectly-straight-hair,376,Simply Ceramic Hair Straightener,Default Title,,,,,0376_simply_hair_straight,,,36
deodap-primium-wall-holder-for-phone-charging-stand-mobile-with-holder,291,Mobile Charging Stand Wall Holder,Default Title,,,,,0291_charging_mob_stand,,,3555
deodap-enjoy-moment-designer-printed-mobile-pop-holder-grip-stand-multicolour,294,Designer Mobile Pop Holder (1Pc Only),Default Title,,,,,0294_mobile_pop,,,617
maniarrs-khakhara-noodles-with-4-flavors-360-g-pack-of-8,4,"A2 Maniarrs Khakhara with 4 Flavors (360 gm, Pack Of 8)",Default Title,,,,,0004_A2_Noodles_Combo,,,32
maniarrs-methi-flavour-khakhara-360-gm,37,Methi khakhra (Pack of 8),Default Title,,,,,0037_methi,190590,IN,125
maniarrs-vanilla-khakhra-single-flavor-pack-of-8,35,Vanilla Khakhra (Pack of 8),Default Title,,,,,0035_vanilla,190590,IN,0
maniarrs-ratlami-flavour-khakhara-360-gm,36,Ratlami khakhara (Pack of 8),Default Title,,,,,0036_ratlami,190590,IN,53
maniaars-khakhra-snacks-methi-thepla-gujarati-cusine,13,Methi Thepla (Pack of 8),Default Title,,,,,0013_methi_thepla_kh,190590,IN,92
maniaars-khakhra-snacks-pizza-gujarati-cusine,15,Pizza Khakhra (Pack of 8),Default Title,,,,,0015_Pizza_kh,190590,IN,146
maniaars-khakhra-snacks-mango-gujarati-cusine,34,Mango Khakhra (Pack of 8),Default Title,,,,,0034_mango_kh,190590,IN,0
maniaars-khakhra-snacks-garlic-bread-gujarati-cuisine,30,Garlic Bread Khahkra (Pack of 8),Default Title,,,,,0030_garlic_bread,190590,IN,0
maniarrs-khakhara-noodles-combo,23,Noodles Khakhra (Pack of 8),Default Title,,,,,0023_noodles_kh,190590,IN,128
maniaars-khakhra-snacks-orange-gujarati-cusine,33,Orange Khakhra (Pack of 8),Default Title,,,,,0033_orange_kh,190590,IN,0
maniaars-khakhra-snacks-manchurian-gujarati-cusine,32,Manchurian Khakhra (Pack of 8),Default Title,,,,,0032_manchurian,190590,IN,45
maniaars-khakhra-snacks-ginger-chilli-coriander-gujarati-cusine,25,Ginger Chilli Coriander khakhra (Pack of 8),Default Title,,,,,0025_chilli,190590,IN,229
generic-electronic-kitchen-digital-weighing-scale-multipurpose-white-10-kg,57,Digital Weighing Scale (10 Kg),Default Title,,,,,0057_weighing_scale_sf400,392410,CN,139
pke-stylist-little-adapter-micro-usb-otg-to-usb-2-0-adapter-for-smartphones-and-tablets-set-of-3,260,Micro USB OTG to USB 2.0 (Android supported),Default Title,,,,,0260_otg_1,,,806
photron-precision-magnetic-31-in-1-repairing-screwdriver-tool-set-kit-multicolor-31-pieces,461,Magnetic 31 in 1 Repairing Screw Driver Tool Set Kit,Default Title,,,,,0461_screwdriver_31_in_1,,,73
ontime-mop-and-broom-holder-multipurpose-wall-mounted-organizer-storage-hooks-ideal-broom-hanger-for-kitchen-garden-and-garage,199,5-Layer Multipurpose Wall Mounted Organizer Mop And Broom Holder,Default Title,,,,,0199_5lyr_broom_holder,,,94
buyerzone-electric-portable-dc12v-tire-inflator-mini-car-compressor-pump,504,Electric DC12V Tire Inflator Compressor Pump,Default Title,,,,,0504_mini_air_compressor_pump,,,94
buyerzone-rich-n-royal-adjustable-safe-soft-bathing-baby-shower-wash-hair-cap,378,Adjustable Safe Soft Baby Shower cap,Default Title,,,,,0378_baby_shower_cap,,,16996
buyerzone-rich-n-royal-moisturizing-skin-softening-silicone-gel-sleeve-for-dry-cracked-heel-repair-multicolour,339,Moisturizing Skin Softening Silicone Gel for Dry Cracked Heel Repair,Default Title,,,,,0339_anti_heel_crack,,,1024
buyerzone-5-in-1-smoothing-body-face-beauty-care-facial-massager-pink,340,-5-in-1 Smoothing Body & Facial Massager (Pink),Default Title,,,,,0340_5_in_1_massager,,,100
buyerzone-cotton-and-polyester-3-in-1-air-travel-kit-with-pillow-ear-buds-and-eye-maskassorted-1,505,"-3-in-1 Air Travel Kit with Pillow, Ear Buds & Eye Mask",Default Title,,,,,0505_pillow_combo_3_in_1,401610,CN,85
buyerzone-electric-hot-water-bag-for-pain-relief-and-muscles-relaxation,341,Electric Hot Water Bag,Default Title,,,,,0341_Elect_Hitting_Bag,,,0
buyerzone-toothpaste-dispenser-and-tooth-brush-holder-for-home-bathroom-accessories-1,174,Toothpaste Dispenser & Tooth Brush Holder,Default Title,,,,,0174_tooth_dispenser,,,806
cat-interactive-toys-with-a-running-mice-and-a-scratching-pad-catch-the-mouse-cat-scratcher-catnip-toy,176,Cat Interactive Toy (Cat Scratching Pad),Default Title,,,,,0176_cat_interactive,,,469
originality-mobile-phone-holder-thumbs-modeling-phone-stand-bracket-holder-mount-for-iphone6-samsung-cell-phone-tablets,269,Hand Shape Phone Holder,Default Title,,,,,0269_mobile_hand_shape,,,173
srk-vegetable-negi-cutter,124,Vegetable Negi Cutter,Default Title,,,,,0124_negi_cutter,,,297
creative-bird-fruit-snack-dessert-forks-tree-shape-holder-rack-party-home-decor-high-life,56,Bird Fork (Color Box Packing),Default Title,,,,,0056_bird_fork,392410,IN,6587
universal-car-air-vent-mount-cradle-stand-holder-for-phone-iphone-gps,267,Universal Car Air Vent Mount,Default Title,,,,,0267_ventilation_mholdr,,,597
deodap-60-watt-hot-melt-glue-gun-with-5-pieces-glue-sticks-free,568,Hot Melt Glue Gun (60 watts),Default Title,,,,,0568_gluegun5pc60watt,842489,CN,0
darkpyro-premium-egg-cutter,63,Premium Egg Cutter,Default Title,,,,,0063_egg_cutter,,,0
strong-tape-flex-wide-self-fusing-wire-pipe-repair-silicone-waterproof-tape-super,405,Flex Tape,Default Title,,,,,0405_flex_tape,,,0
krishna-velvet-soft-comfortable-air-inflatable-travel-pillow-for-family-tour-children-babies-blue,510,Velvet Air Inflatable Travel Pillow (Blue),Default Title,,,,,0510_travelling_pillow,401610,CN,0
0001-maniarrs-chocolate-khakhra-pack-of-8-360g,1,Maniarr's Chocolate khakhra (Pack of 8),Default Title,,,,,0001_chocolate_kh,190590,IN,121
deodap-fancy-spoons-set-of-10-units-plastic-spoons-colourful-spoons-purple,112,fancy spoons,Default Title,,,,,0112_fancy_spoon,,,422
deodap-power-tool-5-pcs-shank-abrasive-mounted-stone-rotary-grinding-wheels-bit-set-multicolour-standard-size,412,-5 Pcs Shank Abrasive Mounted Stone (Multicolour),Default Title,,,,,0412_mount_stone,,,0
deodap-professional-pvc-pipe-cutter-highquality-plastic-pipe-and-tubing-cutter-tool,413,PVC Pipe Cutter (Pipe and Tubing Cutter Tool),Default Title,,,,,0413_pvc_cutter,,,0
deodap-professional-power-tool-12-pcs-hole-saw-kit-with-19-64mm-metal-alloys-wood-cutting-set,415,-12 pcs 19-64mm Hole Saw Kit,Default Title,,,,,0415_hole_saw12pc,,,0
royals-multicolor-luggage-strapset-of-2,513,Multicolor Luggage Strap (2 pcs),Default Title,,,,,0513_2p_t_rope,560729,CN,0
deodap-metal-drill-bit-set-multicolor-5-piece,416,"Metal Drill Bit Set (Multicolor, 5-Piece)",Default Title,,,,,0416_drill_bit_5pc,,,180
deodap-welding-goggles-flip-up-filter-poly-carbonated-lens-dark-green-large,417,"Welding Goggles (Dark Green, Large)",Default Title,,,,,0417_welding_gogoles_big,,,0
deodap-stainless-steel-electric-dhoop-dani-incense-burner,180,Stainless Steel Electric Dhoop Dani,Default Title,,,,,0180_ele_dhopdhani,851679,IN,189
deodap-high-speed-drill-bits-for-wood-malleable-iron-aluminium-plastic-set-of-13-pieces,419,Drill Bits (13 pcs),Default Title,,,,,0419_drill_bit_13pc,,,155
deodap-neck-traction-pillow-three-layers-pneumatic-cervical-spine,514,Three Layers Neck Traction Pillow,Default Title,,,,,0514_neck_pilow_3layer,401610,IN,347
deodap-plastic-hand-press-manual-aqua-water-pump-dispenser-for-bottled-drinking-multicolour,116,Hand Press Water Pump Dispenser,Default Title,,,,,0116_water_dis_pump,392690,IN,164
deodap-stainless-steel-gas-cylinder-trolley-with-wheels-gas-trolly-lpg-cylinder-stand-gas-trolly-wheel-gas-trolley-stainless-steel-cylinder-trolley-with-wheels-cylinder-wheel-stand,118,Stainless Steel Gas Cylinder Trolley,Default Title,,,,,0118_steel_gas_trolley,,,34
simxen-egg-boiler-electric-automatic-off-7-egg-poacher-for-steaming-cooking-boiling-and-frying-multicolour,153,Electric Egg Boiler Poacher Steamer (7 Egg Poacher),Default Title,,,,,0153_egg_cooker,,,55
velkro-stainless-steel-portable-briefcase-style-folding-barbecue-grill-toaster-medium-black,125,"Stainless Steel Briefcase Style Barbecue Grill Toaster (Medium, Black)",Default Title,,,,,0125_barbeque_briefcase,,,0
sky-angel-royal-steel-lunch-box-set-5-pieces-black,128,"Steel Lunch Box Set (5 pcs, Black)",Default Title,,,,,0128_royal_tiffin,,,97
selfie-stick-wireless-bluetooth-selfie-stick,271,Wireless/Bluetooth Selfie Stick,Default Title,,,,,0271_selfy_stick_blk,,,0
universal-mini-tripod-for-digital-camera-all-android-phones,272,Universal Mini Tripod,Default Title,,,,,0272_black_tripod,,,192
gamepad-trigger-fire-button-aim-mobile-phone-games-shooter,275,PUBG Gamepad Trigger,Default Title,,,,,0275_game_trigger_metal,,,0
dell-polyester-black-laptop-bag,276,Polyester Black Laptop Bag,Default Title,,,,,0276_d_bag,,,162
lenovo-laptop-bag-15-6-inch-backpack-black-red,277,Laptop Bag (15.6 inch),Default Title,,,,,0277_l_bag,,,163
camera-mobile-tripod,280,Camera & Mobile Tripod,Default Title,,,,,0280_camera_tripod_3110,,,201
socket-combination-toolkit-set-of-40pcs,421,Socket Combination Toolkit (40 pcs),Default Title,,,,,0421_toolkit_40pc,,,136
professional-tool-kit-and-screwdriver-and-socket-set-accessories-41piece-bit-and-socket-set-multicolour,423,Socket and Screwdriver Tool Kit Accessories (41 pcs),Default Title,,,,,0423_toolkit_41pc,,,0
mini-usb-vibration-full-head-and-body-massager-for-pain-relief-assorted-color,367,USB Vibration Full Body Massager,Default Title,,,,,0367_mimo_massager,,,4232
high-pressure-deluxe-strong-steel-air-pump-for-bicycle-car-ball-motorcycle,515,Strong Steel Air Pump,Default Title,,,,,0515_air_pump,,,1103
cleaning-tool-kit-3-pc-mini-wire-brush-set-brass-nylon-stainless-steel-bristles-multi-utility-wire-brush-for-cleaning-wire-brush-for-removing-rust-wire-brush-cup,184,"-3 Pc Mini Wire Brush Set (Brass, Nylon, Stainless Steel Bristles)",Default Title,,,,,0184_clean_brush_3pc,,,64
silicone-carbide-combination-stone-for-sharpening-both-knives-and-toolsmulticolour,424,Silicone Carbide Combination Stone Knife Sharpener for Both Knives and Tools,Default Title,,,,,0424_combin_stone_ghadi,,,192
8-in-1-multi-function-screwdriver-kit-with-led-portable-torch-multicolour-medium,427,08 in 1 Multi-Function Screwdriver Kit with LED Portable Torch,Default Title,,,,,0427_screwdriver_8in1,,,324
carbon-steel-metal-alloys-wood-hole-saw-cutting-set-19-64mm-multicolour-11-pieces,428,"Wood Hole Saw Cutting Set (11 pcs, 19-64mm, Multicolour)",Default Title,,,,,0428_holesaw11pc,,,241
flexible-360-degree-snake-style-long-foldable-mobile-holder-stand-for-all-smartphones,281,-360 Degree Snake Style Mobile Holder Stand (Long),Default Title,,,,,0281_mob_hldr_long,,,0
cell-phone-holder-for-car,282,Cell Phone Holder (small),Default Title,,,,,0282_mob_hldr_sml,,,61
anti-theft-security-pad-lock-with-smart-alarm-burglar-black-waterproof-siren-alarm-padlock-electronic-alarm-lock-for-door-bicycle-motorbike-black,185,Anti Theft Security Pad Lock with Smart Alarm,Default Title,,,,,0185_alarm_lock,,,159
child-anti-lost-safety-belt-anti-lost-wrist-link-harness-strap-rope-leash-walking-hand-belt-child-anti-lost-strap-band,369,Child Anti Lost Safety Belt,Default Title,,,,,0369_dv_anti_lost,,,256
professional-screwdriver-set-32-in-1-interchangeable-precise-screwdriver-tool-set-with-magnetic-holder-screwdriver-screwdriver-all-in-one,430,Screwdriver Set  32 in 1 with Magnetic Holder,Default Title,,,,,0430_screwdriver_32in1,,,318
gardening-tools-garden-shears-pruners-scissor-pruning-seeds-8-inch-any-color-hedge-cutter-garden-tool-set-hedge-shear-garden-shear-grass-cutter-pruner-gardening-tools,466,Garden Shears Pruners Scissor (8 inch),Default Title,,,,,0466_pruner_8in,,,0
cleaning-tool-double-sided-microfiber-super-mitt-hand-glove-duster-for-car-office-home-buy-1-get-1-pc-microfiber-gloves-microfiber-super-mitt,711,Single sided microfiber hand glove duster (loose packing),Default Title,,,,,0711_q1_microfiber_gloves,,,16593
16pcs-hole-saw-drill-bits-case-set-wood-drills-tapper-carbide-combination-set-durable-wood-thin-metal-sheet-cutting-tools-for-woodworking-core-drill-bit-hole,432,Hole Saw Drill Bit set (16 pcs),Default Title,,,,,0432_holesaw16pc,,,0
multi-purpose-carbo-titanium-straight-stainless-steel-scissors-10-5-inch,556,Carbo Titanium Stainless Steel Scissors (10.5 inch),Default Title,,,,,0556_scissor_10_5_cover,,,301
hole-saw-set-drill-bit-cutting-cutter-round-circular-32mm-38mm-44mm-54mm-6-pieces,433,Hole Saw Set Drill Bit set 32mm/38mm/44mm/54mm (6 pcs),Default Title,,,,,0433_holesaws6pc,,,0
professionaal-tools-key-drill-chuck-driver-10-mm,434,Drill Chuck Key (10 mm),Default Title,,,,,0434_drill_key_10mm,,,905
chocolate-coated-roasted-almonds-chocolate-96-grams,45,Effete Almonds Chocolate  (96 Gms),Default Title,,,,,0045_effete_almonds_96,,,0
chocolate-coated-roasted-hazelnuts-chocolate-96-grams,46,Effete Hazelnuts Chocolate (96 Gms),Default Title,,,,,0046_effete_hazelnut_96,,,111
cell-phone-holder-flexible-adjustable-diy-hands-free-360-rotable-mount-for-3-5-6-3-inch-mobile,262,Flexible Adjustable 360 Rotable Mount Cell Phone Holder,Default Title,,,,,0262_lazy_neck_premium,,,0
plastic-vegetable-cutter-with-peeler-set-of-2-multicolour,158,Vegetable Cutter with Peeler,Default Title,,,,,0158_veg_cut,,,1672
quick-release-universal-one-touch-bike-bicycle-mobile-mount-holder,284,Universal Bike & Bicycle Mobile Mount Holder,Default Title,,,,,0284_bike_holder,871491,CN,0
cordless-motorized-knife-blade-sharpener-tool-precision-power-sharpening,135,Cordless Motorized Knife Blade Sharpener Tool,Default Title,,,,,0135_knife_sharpner,,,678
heavy-steel-body-foot-pump-for-car-air-pump-for-cycle-heavy-gauge-air-pump,522,Heavy Steel Body Foot Pump,Default Title,,,,,0522_steel_ind_foot_pump,,,165
pastic-automatic-toothpaste-dispenser-tooth-brush-holder-multicolour-with-toothbrush,200,Toothpaste Dispenser & Tooth Brush with Toothbrush,Default Title,,,,,0200_tooth_dispenser_colour,,,769
kitchen-storage-a5-size-notebook-plastic-bottle-any-olor,137,A5 Size Notebook Plastic Bottle (Any color),Default Title,,,,,0137_notebuk_bottle_any,,,76
power-tool-set-2pcs-multi-function-universal-quick-snap-n-grip-adjustable-wrench-spanner-set-red-black-2pcs,436,Quick Snap N Grip,Default Title,,,,,0436_snap_grip,,,0
power-tool-3x-large-hss-steel-step-cone-drill-titanium-bit-set-hole-cutter-4-12-20-32mm,437,"-3X Large HSS Steel Step Cone Drill Titanium Bit Set Hole Cutter (4-32, 4-20, 4-12mm)",Default Title,,,,,0437_3pc_stepdrill,,,0
waterproof-cubes-travel-packing-luggage-cloth-organizer-storage-compression-pouch-laundry-zipper-bags-6-pcs-set,192,Cloth Organizer Pouch Laundry Zipper Bags (6 pcs),Default Title,,,,,0192_londry_pocket_6pc,,,66
mini-bolt-cutter-wire-breaking-plier,439,Mini Bolt Cutter Wire Breaking Plier,Default Title,,,,,0439_mini_bolt_cutter,,,473
revolving-leather-punch-plier,440,Revolving Leather Punch Plier,Default Title,,,,,0440_leather_punch_plier,,CN,0
networking-crimping-tool,441,Networking Crimping Tool,Default Title,,,,,0441_networking_tool,,,80
pill-pro-7-day-weekly-pill-tablet-medicine-storage-organizer-box,374,Pill Pro 7 Day Weekly Tablet Medicine Organizer Box,Default Title,,,,,0374_pill_pro,,,210
0002-maniarrs-a1-trial-khakhra-pack-of-8-360g,2,A1 Trial Khakhra (Pack of 8),Default Title,,,,,0002_A1_Trial_Combo,,,1874
maniarrs-jeera-khakhra,9,Jeera Khakhra (Pack of 8),Default Title,,,,,0009_jeera_kh,190590,IN,49
maniarrs-dabeli-khakhra,3,Dabeli Khakhra (Pack of 8),Default Title,,,,,0003_dabeli_kh,190590,IN,34
maniarr-s-masala-khakhra,19,MASALA Khakhra (pack of 8),Default Title,,,,,0019_masala_kh,190590,ID,225
maniarrs-lemon-spicy-khakhra,11,Lemon and Spicy (Pack of 8),Default Title,,,,,0011_lemon_and_spicy,190590,IN,69
ganesh_juicer,140,Plastic Multipurpose Manual Juicer,Default Title,,,,,0140_g_juicer,,,273
famous_slicer_6_in_1,141,slicer 6 in 1,Default Title,,,,,0141_slicer_6_in_1,,,0
nestwell_potato_cutter,143,Potato cutter/French Fried Cutter,Default Title,,,,,0143_n_potato_cutter,,,302
